SYMBOL,logFC,adj.P.Val,,,,,,,,Gene,,CTNNB1 （22 %）TP53 （29 %）LRP1B （28 %）PREX2 （22 %）ERBB4 （20 %）PTPRT （20 %）ZFHX3 （19 %）KMT2C （19 %）ALK （17 %）NTRK3 （17 %）锌f521 （18 %）CAMTA1 （18 %）FHIT （18 %）MAML2 （15 %）狐狸1 （15 %）GPHN （15 %）干旱2 （12 %）SND1 （15 %）LPP （15 %）GRIN2A （14 %）有突变的样本所有样品前20个基因规模（样本）基因
PCIF1,-0.136421499,0.713817229,,,,,,,,,,
ALG2,-0.370105072,0.022103451,,,,,,,,,,
HEATR1,1.183299656,0.009269679,,,,,,,,,,
RABEP2,-0.785825419,0.00084536,,,,,,,,,,
TFB2M,-1.780208123,2.42E-15,,,,,,,,,,
FAM96A,-0.013305718,0.932188045,,,,,,,,,,
CCDC134,-0.01672055,0.951984837,,,,,,,,,,
OPA3,-0.333602748,0.151077648,,,,,,,,,,
NARFL,-0.332986462,0.107421544,,,,,,,,,,
ACSS3,1.154556476,3.22E-07,,,,,,,,,,
YTHDC2,-0.276682158,0.470398959,,,,,,,,,,
EPS8L2,-0.233259244,0.155264593,,,,,,,,,,
ESRP2,0.032976359,0.905275505,,,,,,,,,,
RPAP3,-1.749808042,5.12E-13,,,,,,,,,,
BCAS3,-0.771287129,0.003744744,,,,,,,,,,
ALG9,-0.282451,0.140130929,,,,,,,,,,
C2orf43,-0.612123661,0.001211626,,,,,,,,,,
WDR55,-0.68294605,0.060324314,,,,,,,,,,
RANBP3,-1.365659729,2.16E-15,,,,,,,,,,
DCTPP1,-1.052899576,1.69E-05,,,,,,,,,,
SH2D4A,-1.136088099,4.84E-06,,,,,,,,,,
RPF2,0.289563548,0.251343905,,,,,,,,,,
AAMDC,-0.763386543,0.001259144,,,,,,,,,,
DOCK5,0.28198626,0.568797002,,,,,,,,,,
WDR26,-1.679915134,5.89E-13,,,,,,,,,,
ATP13A3,0.827005456,0.051633645,,,,,,,,,,
PTGES2,-0.955122247,4.07E-09,,,,,,,,,,
PHAX,0.086340675,0.770648524,,,,,,,,,,
UBE2Z,-1.449373611,6.08E-15,,,,,,,,,,
ACAD9,-0.178551222,0.422774972,,,,,,,,,,
RMND5A,0.508233987,0.102690436,,,,,,,,,,
METTL7A,0.88115781,1.88E-12,,,,,,,,,,
MMRN2,-0.159224086,0.712729532,,,,,,,,,,
EVA1A,0.080329359,0.541765173,,,,,,,,,,
MOB1A;MOB1B,-0.896474035,2.73E-06,,,,,,,,,,
AKTIP,-0.378035967,0.061790145,,,,,,,,,,
PLEKHF2,-0.263184482,0.306758375,,,,,,,,,,
GORASP2,-1.149414023,8.95E-17,,,,,,,,,,
RNF121,0.204819155,0.544749938,,,,,,,,,,
SLC25A22,0.298070317,0.105643092,,,,,,,,,,
PSTPIP2,-0.18327945,0.535638858,,,,,,,,,,
QTRTD1,-0.692857143,0.008386722,,,,,,,,,,
ARMT1,-0.235390988,0.073591288,,,,,,,,,,
CNOT10,-0.310183876,0.297435737,,,,,,,,,,
LRRC40,-0.706263892,8.77E-06,,,,,,,,,,
SFXN1,0.768165286,1.38E-07,,,,,,,,,,
VIPAS39,-0.698918974,0.007026009,,,,,,,,,,
COG4,-1.733198626,1.55E-13,,,,,,,,,,
AGO3,-0.751768034,0.054456445,,,,,,,,,,
MRPL44,-2.054839361,5.95E-22,,,,,,,,,,
L2HGDH,0.653323904,0.000170919,,,,,,,,,,
COPS7B,-1.959022025,4.47E-22,,,,,,,,,,
NHEJ1,-0.686199232,0.000819389,,,,,,,,,,
ELP3,-1.2619216,1.47E-10,,,,,,,,,,
FN3KRP,-0.446484138,0.019387497,,,,,,,,,,
TBC1D17,-0.285017175,0.120353378,,,,,,,,,,
CARS2,-0.588927056,0.002630309,,,,,,,,,,
CERS4,0.298747222,0.158084616,,,,,,,,,,
PPCS,-0.165679935,0.174124888,,,,,,,,,,
SUGCT,-1.286805415,5.64E-08,,,,,,,,,,
NMNAT1,-0.577702566,0.00272631,,,,,,,,,,
C17orf75,-0.403889675,0.136604533,,,,,,,,,,
SIAE,0.182723783,0.439186854,,,,,,,,,,
PLEKHA5,-0.721782178,0.035821012,,,,,,,,,,
UPF2,-1.265316226,6.93E-06,,,,,,,,,,
GNB4,0.264406951,0.203988336,,,,,,,,,,
XPO5,-2.866811477,1.02E-18,,,,,,,,,,
GRPEL1,0.218114771,0.133279568,,,,,,,,,,
UGT1A7,0.782865225,0.000123272,,,,,,,,,,
C12orf10,-1.180480905,1.95E-13,,,,,,,,,,
SCPEP1,-0.914952516,0.000169133,,,,,,,,,,
CACYBP,-1.60404122,4.81E-24,,,,,,,,,,
RRAGC,-1.371347747,8.51E-16,,,,,,,,,,
CDHR5,-0.374025056,0.246297352,,,,,,,,,,
ZFYVE1,-0.147595474,0.755556601,,,,,,,,,,
PDF,-0.392998586,0.091323437,,,,,,,,,,
RDH14,-0.397494443,0.005710497,,,,,,,,,,
PARVB,-0.942170135,0.000903377,,,,,,,,,,
CYP4F11,1.243150131,1.38E-08,,,,,,,,,,
AS3MT,-0.443049101,0.049505692,,,,,,,,,,
TNS1,0.187734896,0.30988816,,,,,,,,,,
NMRAL1,-0.25976965,0.221955869,,,,,,,,,,
SLC38A10,-1.562113558,2.48E-09,,,,,,,,,,
TMEM165,-0.610456658,0.003831488,,,,,,,,,,
EML4,-0.550555668,1.52E-07,,,,,,,,,,
GLOD4,0.47255001,4.70E-05,,,,,,,,,,
ZBTB20,-0.233228935,0.619084088,,,,,,,,,,
SPON1,0.034208931,0.933008998,,,,,,,,,,
MCCC2,0.4854314,9.77E-06,,,,,,,,,,
NCOA5,0.772469186,0.002678358,,,,,,,,,,
MOV10,-0.807395433,4.87E-07,,,,,,,,,,
METTL14,-0.654344312,0.011107539,,,,,,,,,,
ARHGEF10L,-0.564396848,0.000682731,,,,,,,,,,
GBA2,-1.248221863,0.002288204,,,,,,,,,,
GPAM,1.147494443,1.25E-06,,,,,,,,,,
EPB41L5,-0.486310366,0.02948505,,,,,,,,,,
GPN1,-0.524974742,0.013891985,,,,,,,,,,
SDF2L1,-0.844120024,1.44E-07,,,,,,,,,,
CYP4F12,0.627712669,0.008462665,,,,,,,,,,
XAB2,0.260113154,0.500113013,,,,,,,,,,
PREB,-0.933228935,1.28E-17,,,,,,,,,,
ATP13A1,-0.976975146,3.62E-10,,,,,,,,,,
GOPC,-0.823782582,0.000256276,,,,,,,,,,
MRPL47,-1.892897555,1.74E-16,,,,,,,,,,
LYRM4,-0.849282683,1.04E-05,,,,,,,,,,
SEPSECS,0.956839766,2.44E-06,,,,,,,,,,
CHMP1A,-0.774641342,0.000380381,,,,,,,,,,
TM9SF3,-1.64582744,3.40E-20,,,,,,,,,,
APMAP,-0.044584765,0.705327569,,,,,,,,,,
WDR6,0.802182259,0.084498904,,,,,,,,,,
TXNRD2,0.657476258,1.18E-05,,,,,,,,,,
ABCB6,-1.155011113,1.61E-05,,,,,,,,,,
SLC40A1,-1.014083653,7.95E-05,,,,,,,,,,
ARFGAP3,-1.382774298,9.72E-11,,,,,,,,,,
MLXIPL,-1.304869671,1.73E-08,,,,,,,,,,
RAB18,-0.462820772,0.000133702,,,,,,,,,,
ALG13,-0.96516468,0.001764464,,,,,,,,,,
PALMD,-0.045382906,0.829989833,,,,,,,,,,
SSU72,-0.898918974,0.000105366,,,,,,,,,,
VTA1,-0.381228531,0.006481041,,,,,,,,,,
PNPLA8,0.301616488,0.446798621,,,,,,,,,,
SARS2,-0.125116185,0.596007113,,,,,,,,,,
MRPS30,-2.149323096,1.95E-23,,,,,,,,,,
DYNLRB1,-0.978339058,1.62E-07,,,,,,,,,,
EMC7,-1.098727016,5.86E-11,,,,,,,,,,
ENY2,-0.763265306,1.32E-06,,,,,,,,,,
EXOSC4,-0.619125076,0.002079823,,,,,,,,,,
SLCO1B3,1.595160639,1.28E-10,,,,,,,,,,
NGRN,0.472863205,0.081788782,,,,,,,,,,
OSGEP,-1.15440493,4.04E-12,,,,,,,,,,
ACP6,-1.233612851,1.39E-07,,,,,,,,,,
ISYNA1,-0.755051526,0.003618409,,,,,,,,,,
ACOT13,1.221559911,2.39E-10,,,,,,,,,,
MED4,0.329753486,0.244531578,,,,,,,,,,
TIMMDC1,-1.257557082,6.87E-08,,,,,,,,,,
RIC8A,-1.607324712,6.54E-16,,,,,,,,,,
CD93,1.629389776,1.57E-08,,,,,,,,,,
LZTFL1,0.287755102,0.162688132,,,,,,,,,,
MRPL40,-1.37638917,1.18E-10,,,,,,,,,,
GPRC5C,-0.239361487,0.370326193,,,,,,,,,,
TIGAR,-1.128015761,5.70E-08,,,,,,,,,,
COPRS,0.586199232,0.002449038,,,,,,,,,,
A1CF,-0.212356032,0.170574888,,,,,,,,,,
WASH6P,-0.500565771,0.052604809,,,,,,,,,,
RTN4,0.519882805,0.000107246,,,,,,,,,,
HINT3,-0.59450394,0.00018855,,,,,,,,,,
RPRD1B,-1.33400687,4.94E-15,,,,,,,,,,
XPNPEP3,0.643746211,0.000163528,,,,,,,,,,
PFDN4,-1.284794908,2.45E-11,,,,,,,,,,
NIT2,1.301929683,1.14E-25,,,,,,,,,,
EXOSC3,-1.229450394,1.42E-08,,,,,,,,,,
KIF13B,-0.065477874,0.732203168,,,,,,,,,,
XPNPEP1,-0.522459083,5.54E-06,,,,,,,,,,
GPHN,1.210749646,2.18E-11,,,,,,,,,,
BIRC6,-2.472378258,1.95E-17,,,,,,,,,,
PDLIM7,-1.126995353,0.000469057,,,,,,,,,,
CD163L1,0.583259244,0.119503337,,,,,,,,,,
ACSS2,1.108042029,1.51E-08,,,,,,,,,,
DIABLO,-0.958375429,3.04E-15,,,,,,,,,,
DDX21,-2.023237018,5.84E-10,,,,,,,,,,
SAR1A,-0.075560719,0.492311912,,,,,,,,,,
NANS,-0.521761972,9.16E-07,,,,,,,,,,
SH3GLB2,-1.333370378,5.92E-09,,,,,,,,,,
EIF2B3,-0.587169125,9.47E-05,,,,,,,,,,
MBNL1,-0.621792281,0.025353535,,,,,,,,,,
PXMP2,1.241917559,7.16E-09,,,,,,,,,,
SLC17A5,-0.283612851,0.280558048,,,,,,,,,,
ST7,-0.154738331,0.644882169,,,,,,,,,,
FBXO6,-0.888017781,0.000310502,,,,,,,,,,
CTPS2,-1.025823399,9.71E-06,,,,,,,,,,
POLE3,-0.27182259,0.322326645,,,,,,,,,,
SDR39U1,-0.307799555,0.139434812,,,,,,,,,,
AAAS,-0.159597899,0.61404783,,,,,,,,,,
ABCB10,-1.173237018,1.16E-07,,,,,,,,,,
STRN4,0.827712669,0.00374755,,,,,,,,,,
AASDHPPT,-0.62195393,5.17E-05,,,,,,,,,,
OSTC,-0.043887654,0.814548765,,,,,,,,,,
PLSCR4,0.090897151,0.685218164,,,,,,,,,,
UBQLN4,-1.156435644,2.81E-05,,,,,,,,,,
SNX15,0.876944837,0.001263083,,,,,,,,,,
HEBP1,0.598747222,1.58E-05,,,,,,,,,,
APOBEC3C,-0.814275611,0.001540733,,,,,,,,,,
VPS45,-1.306930693,1.10E-17,,,,,,,,,,
PNO1,0.117296424,0.704612735,,,,,,,,,,
MRPL17,-1.167801576,1.24E-06,,,,,,,,,,
PHPT1,-0.394665589,0.014569639,,,,,,,,,,
SERINC1,-0.753596686,0.001223864,,,,,,,,,,
ARHGAP35,-0.97662154,1.30E-08,,,,,,,,,,
FAM114A2,-1.350687007,3.28E-21,,,,,,,,,,
AGPAT3,0.367740958,0.03333102,,,,,,,,,,
TOMM22,-1.244756516,9.49E-14,,,,,,,,,,
LANCL2,-0.627510608,7.84E-05,,,,,,,,,,
FARSB,-1.400565771,3.38E-25,,,,,,,,,,
IARS2,-0.612113558,1.19E-09,,,,,,,,,,
KLC4,-1.292311578,4.51E-15,,,,,,,,,,
C19orf12,-0.122610628,0.391969941,,,,,,,,,,
TREX1,-1.287906648,0.000997558,,,,,,,,,,
NRBP2,-0.891139624,0.001079832,,,,,,,,,,
BMP2K,-0.448353203,0.177289015,,,,,,,,,,
STARD5,1.191230552,6.68E-08,,,,,,,,,,
ATG3,-0.842644979,1.62E-06,,,,,,,,,,
SIRT3,0.961042635,4.04E-07,,,,,,,,,,
PDS5B,-1.848474439,2.42E-15,,,,,,,,,,
MAN2C1,-0.119013942,0.645706948,,,,,,,,,,
SACM1L,-0.285259648,0.022086115,,,,,,,,,,
OLA1,-1.340583956,1.22E-21,,,,,,,,,,
CUTC,-0.754526167,0.000483808,,,,,,,,,,
SLC35D1,0.201869064,0.338131719,,,,,,,,,,
ECHDC1,0.950969893,7.91E-08,,,,,,,,,,
RBM12,-2.125469792,4.19E-23,,,,,,,,,,
MDN1,0.771509396,0.020412683,,,,,,,,,,
ACSS1,-1.905475854,9.70E-09,,,,,,,,,,
DECR2,0.037027682,0.87016918,,,,,,,,,,
ABHD10,0.095302081,0.411919914,,,,,,,,,,
STAU2,0.691957971,0.036446711,,,,,,,,,,
C19orf66,0.147565165,0.338422512,,,,,,,,,,
SLC39A9,-1.02016569,2.63E-05,,,,,,,,,,
TMEM106B,-1.196433623,1.53E-05,,,,,,,,,,
LMBRD1,-0.417791473,0.011596332,,,,,,,,,,
BLOC1S4,-0.361466963,0.193330703,,,,,,,,,,
LIN7C,-1.043827036,5.05E-06,,,,,,,,,,
AGPAT5,-0.890866842,0.00052129,,,,,,,,,,
SPATS2L,-1.401535664,1.64E-12,,,,,,,,,,
UFSP2,0.56910487,0.000142522,,,,,,,,,,
ABCF3,-1.49619115,8.97E-17,,,,,,,,,,
FAM49B,-1.405849667,6.54E-18,,,,,,,,,,
ABCB8,-0.629046272,0.00032616,,,,,,,,,,
DDX19A,-0.136330572,0.233223202,,,,,,,,,,
GIMAP4,0.23877551,0.276667011,,,,,,,,,,
TBC1D23,-1.226298242,1.43E-11,,,,,,,,,,
EXOC1,-1.060072742,9.72E-06,,,,,,,,,,
INTS9,-0.012598505,0.97710162,,,,,,,,,,
TMEM30A,0.155698121,0.313580681,,,,,,,,,,
UQCC1,-0.271529602,0.296015107,,,,,,,,,,
43354,-0.512558093,0.000213843,,,,,,,,,,
PARVA,0.390402101,0.001527082,,,,,,,,,,
USP40,-0.160042433,0.697521211,,,,,,,,,,
PANK4,-0.067710649,0.666675017,,,,,,,,,,
TBC1D13,-1.432693473,1.54E-10,,,,,,,,,,
EXD2,-0.416316428,0.345632747,,,,,,,,,,
DNAJC11,0.66791271,0.000798005,,,,,,,,,,
INTS7,0.793897757,0.046701385,,,,,,,,,,
TMLHE,-1.039331178,1.08E-06,,,,,,,,,,
ATAD3A,-0.457910689,0.021226516,,,,,,,,,,
ARL8B,-1.092341887,7.95E-07,,,,,,,,,,
DNAJC17,0.003081431,0.992568199,,,,,,,,,,
DDX18,-1.097262073,0.00037641,,,,,,,,,,
MRPS18A,-1.215831481,4.79E-06,,,,,,,,,,
PNPO,0.950383916,2.51E-10,,,,,,,,,,
ARMC1,-0.449696908,0.006033508,,,,,,,,,,
MTPAP,-1.068074358,3.81E-05,,,,,,,,,,
AIG1,0.667245908,0.001275075,,,,,,,,,,
NLE1,0.019266518,0.957981496,,,,,,,,,,
NECAP2,-0.171266923,0.36190117,,,,,,,,,,
RBM28,0.158910891,0.684026984,,,,,,,,,,
ANO10,-0.672630835,0.004417621,,,,,,,,,,
RBM22,-1.134582744,3.98E-05,,,,,,,,,,
BSDC1,-0.315720348,0.111024019,,,,,,,,,,
WDR70,0.430511214,0.21728058,,,,,,,,,,
SLTM,-1.749969691,4.24E-12,,,,,,,,,,
PAG1,-0.394311982,0.201852037,,,,,,,,,,
PIH1D1,-0.263265306,0.271614806,,,,,,,,,,
RMND1,-0.009648414,0.968880868,,,,,,,,,,
HIF1AN,-0.672994544,0.014464798,,,,,,,,,,
OXSM,0.392402506,0.006380795,,,,,,,,,,
GID8,-1.559496868,5.45E-12,,,,,,,,,,
MRPL22,-1.052808648,3.15E-07,,,,,,,,,,
C1orf123,-0.337967266,0.051739831,,,,,,,,,,
BABAM1,-0.99473631,1.57E-10,,,,,,,,,,
NMRK1,1.272166094,1.39E-09,,,,,,,,,,
THG1L,-0.433026874,0.053441472,,,,,,,,,,
C4orf27,-0.095504142,0.72585129,,,,,,,,,,
IRAK4,-1.200687007,9.42E-06,,,,,,,,,,
COMMD8,-0.98102647,3.31E-07,,,,,,,,,,
NDUFB11,0.237502526,0.253950801,,,,,,,,,,
MRPL16,-1.410719337,2.45E-09,,,,,,,,,,
NHP2,-1.110335421,3.80E-09,,,,,,,,,,
OCIAD1,0.06586179,0.668552154,,,,,,,,,,
ADPRHL2,-0.874823197,1.95E-09,,,,,,,,,,
43164,-0.187138816,0.309636095,,,,,,,,,,
HYPK,-0.996807436,1.38E-07,,,,,,,,,,
LYAR,-0.713214791,0.003910078,,,,,,,,,,
IMPAD1,-2.045544554,8.23E-19,,,,,,,,,,
CHCHD3,-0.35168721,0.063178853,,,,,,,,,,
SIRT5,0.364740352,0.014275249,,,,,,,,,,
MIOS,0.223348151,0.164730784,,,,,,,,,,
MTMR10,-0.597565165,0.010303394,,,,,,,,,,
SMPD4,1.086805415,0.001995209,,,,,,,,,,
THUMPD1,-1.022984441,8.97E-12,,,,,,,,,,
TRMT1,1.125500101,0.000841603,,,,,,,,,,
PGPEP1,0.198322894,0.336109407,,,,,,,,,,
GDAP2,0.255869873,0.488522398,,,,,,,,,,
BRE,-0.683107699,0.000568855,,,,,,,,,,
QPCTL,-0.30536472,0.248976392,,,,,,,,,,
ARL15,-0.948272378,4.74E-05,,,,,,,,,,
CDKN2AIP,-1.167730855,5.95E-10,,,,,,,,,,
DNAJB12,-0.532248939,0.005334359,,,,,,,,,,
GAR1,-1.289644373,2.42E-12,,,,,,,,,,
STAB1,1.318033946,3.56E-07,,,,,,,,,,
PPP4R2,-2.002414629,2.32E-22,,,,,,,,,,
DPP3,-0.559739341,1.07E-06,,,,,,,,,,
DDX56,1.485825419,0.000151517,,,,,,,,,,
TERF2IP,-0.421570014,0.079921315,,,,,,,,,,
BCLAF1,-1.529804001,3.47E-16,,,,,,,,,,
PSD3,-1.07314609,0.019613615,,,,,,,,,,
COA4,-0.414871691,0.039490795,,,,,,,,,,
MRPL39,-1.359476662,4.55E-11,,,,,,,,,,
ZAK,-1.235108103,8.03E-09,,,,,,,,,,
FKBP11,-1.160224288,8.26E-08,,,,,,,,,,
TMOD3,-0.507001414,0.000612573,,,,,,,,,,
ELOVL5,-0.592927864,0.000465209,,,,,,,,,,
HAO2,1.76801374,8.53E-12,,,,,,,,,,
UGGT1,-0.395857749,0.0010332,,,,,,,,,,
FASTKD2,-0.795009093,0.000563191,,,,,,,,,,
TVP23B;TVP23C,-1.098595676,8.99E-06,,,,,,,,,,
TECR,0.197494443,0.09103301,,,,,,,,,,
ERAP1,-0.131541726,0.449528941,,,,,,,,,,
UBAP1,0.120084866,0.72692971,,,,,,,,,,
ACTR10,-0.951545767,3.27E-06,,,,,,,,,,
USE1,-0.397585371,0.01514358,,,,,,,,,,
CISD1,0.020458679,0.900541253,,,,,,,,,,
GGA3,0.005112144,0.988223372,,,,,,,,,,
FAM120A,-1.037896545,3.02E-16,,,,,,,,,,
MOCS1,0.111992322,0.702415103,,,,,,,,,,
WWOX,-0.859092746,0.013321244,,,,,,,,,,
GLTP,-0.705708224,1.40E-05,,,,,,,,,,
SPG21,-1.189907052,7.80E-11,,,,,,,,,,
COQ3,0.329985856,0.040886941,,,,,,,,,,
MTCH1,-0.189987876,0.365425088,,,,,,,,,,
NUDT4,-0.766215397,4.45E-05,,,,,,,,,,
CECR1,-1.006769044,0.001098258,,,,,,,,,,
HSPBP1,-1.523984643,1.26E-13,,,,,,,,,,
MAT2B,-0.090482926,0.476628485,,,,,,,,,,
MYOF,-1.839674682,1.56E-05,,,,,,,,,,
ITSN2,-1.195584967,4.38E-07,,,,,,,,,,
EHD3,2.843786624,6.78E-35,,,,,,,,,,
EHD2,-0.040917357,0.806019489,,,,,,,,,,
ARHGEF12,-0.432461103,0.009357533,,,,,,,,,,
CNOT2,0.124328147,0.665670524,,,,,,,,,,
C1RL,-0.499858557,0.055477939,,,,,,,,,,
NCKIPSD,-0.825712265,0.000112793,,,,,,,,,,
OGFR,-1.348706809,1.73E-14,,,,,,,,,,
LMCD1,-1.516164882,3.83E-07,,,,,,,,,,
MPP6,-1.760244494,1.35E-11,,,,,,,,,,
CHMP5,-1.04129117,6.52E-09,,,,,,,,,,
COMMD9,-0.44546373,0.001101196,,,,,,,,,,
CNIH4,-1.545999192,1.92E-11,,,,,,,,,,
CWC15,-0.203889675,0.252664151,,,,,,,,,,
MRPL15,-1.909506971,3.18E-15,,,,,,,,,,
THYN1,-0.950777935,4.97E-06,,,,,,,,,,
NDUFAF4,-1.954990907,3.34E-18,,,,,,,,,,
HACD3,-0.076773085,0.599835193,,,,,,,,,,
EMC3,-1.201394221,1.40E-11,,,,,,,,,,
NDUFA13,0.811436654,6.94E-09,,,,,,,,,,
PDP1,-1.391301273,8.72E-06,,,,,,,,,,
KCMF1,-0.502444938,0.030878334,,,,,,,,,,
RAI14,1.802050919,6.10E-11,,,,,,,,,,
VAPA,-0.337866236,0.001570447,,,,,,,,,,
MRPL27,-2.077005456,4.85E-16,,,,,,,,,,
RNF181,-0.232410588,0.318187291,,,,,,,,,,
C6orf203,-0.042786421,0.868256802,,,,,,,,,,
43353,-0.420226308,0.013130115,,,,,,,,,,
PIPOX,1.093574459,5.04E-07,,,,,,,,,,
ABRACL,0.102131744,0.666675017,,,,,,,,,,
CAMSAP3,-0.191856941,0.582538807,,,,,,,,,,
KIAA1522,1.574388765,1.66E-05,,,,,,,,,,
CCDC88C,0.409628208,0.203988336,,,,,,,,,,
VPS18,-1.76562942,1.33E-11,,,,,,,,,,
RCC2,-2.549494847,4.59E-21,,,,,,,,,,
KIAA1468,-1.117346939,3.22E-05,,,,,,,,,,
DIP2B,-0.915073752,1.33E-05,,,,,,,,,,
SLAIN2,0.312457062,0.313580681,,,,,,,,,,
BCCIP,-1.687169125,1.93E-15,,,,,,,,,,
COPZ2,-0.074994948,0.707616419,,,,,,,,,,
ABI3,-0.853798747,0.002079499,,,,,,,,,,
PTGFRN,0.188452213,0.422691552,,,,,,,,,,
CTTNBP2NL,-0.185320267,0.497892956,,,,,,,,,,
IBTK,0.384421095,0.427304455,,,,,,,,,,
HEATR5B,-0.781945848,0.04041906,,,,,,,,,,
RRBP1,-0.107193372,0.308800739,,,,,,,,,,
CPSF2,-1.471620529,8.83E-07,,,,,,,,,,
LARS,-1.571600323,1.18E-28,,,,,,,,,,
EIF2AK4,1.926540715,2.25E-05,,,,,,,,,,
CGN,-0.598050111,0.002189073,,,,,,,,,,
RBM27,0.391483128,0.284905072,,,,,,,,,,
ANKFY1,0.21612447,0.14625923,,,,,,,,,,
SUCLA2,0.254910083,0.058859676,,,,,,,,,,
GMPR2,-0.115285916,0.476628485,,,,,,,,,,
STX18,0.078248131,0.760164636,,,,,,,,,,
DPM3,-0.010557688,0.964235069,,,,,,,,,,
IMPACT,-0.438371388,0.018388855,,,,,,,,,,
ATXN10,-1.631218428,8.94E-19,,,,,,,,,,
MBD2,0.918458274,0.000248618,,,,,,,,,,
TFIP11,-0.560406143,0.129810356,,,,,,,,,,
EPS15L1,-1.965467771,7.15E-27,,,,,,,,,,
SAE1,-1.727864215,3.52E-21,,,,,,,,,,
COPG2,-2.28437058,6.84E-24,,,,,,,,,,
RNF7,-0.466023439,0.036117571,,,,,,,,,,
PI4KB,0.882471206,0.025965118,,,,,,,,,,
MRC2,-1.525702162,5.07E-05,,,,,,,,,,
COMMD3,-0.462507577,0.03016435,,,,,,,,,,
GNG12,0.418296626,0.021971499,,,,,,,,,,
ASH2L,-0.71526571,0.009907911,,,,,,,,,,
PEMT,1.876136593,1.77E-17,,,,,,,,,,
DHCR7,0.137310568,0.438499298,,,,,,,,,,
HDAC6,1.303748232,1.13E-15,,,,,,,,,,
SPAST,0.749444332,0.052228748,,,,,,,,,,
VPS29,-0.716073954,4.30E-09,,,,,,,,,,
EIF3K,-0.915467771,3.13E-13,,,,,,,,,,
GRHPR,1.796767024,2.78E-25,,,,,,,,,,
UPB1,2.559486765,9.23E-18,,,,,,,,,,
CTSZ,-0.002566175,0.986739358,,,,,,,,,,
RPS6KB2,0.139290766,0.59374881,,,,,,,,,,
DNAJB9,-0.184380683,0.557867703,,,,,,,,,,
DNAJB11,-1.077702566,5.80E-17,,,,,,,,,,
RNF14,-0.328611841,0.114369362,,,,,,,,,,
UBA2,-2.002293393,1.26E-24,,,,,,,,,,
FAM8A1,-0.953465347,1.04E-08,,,,,,,,,,
NXF1,-0.748282481,0.014464798,,,,,,,,,,
SEL1L,-1.052929885,2.04E-10,,,,,,,,,,
PEF1,-0.945787028,3.25E-08,,,,,,,,,,
BIN2,0.22172156,0.520516067,,,,,,,,,,
COPS7A,-0.191361891,0.215917355,,,,,,,,,,
CTSF,0.255536472,0.383587103,,,,,,,,,,
SLC25A10,0.770600121,1.98E-05,,,,,,,,,,
FBLN5,-0.829692867,0.001605647,,,,,,,,,,
AASS,2.857920792,8.28E-19,,,,,,,,,,
CLIP2,0.20238432,0.558787724,,,,,,,,,,
UQCR10,-0.060921398,0.796610457,,,,,,,,,,
SEC14L4,1.273156193,8.47E-08,,,,,,,,,,
TJP2,-0.029975753,0.859615129,,,,,,,,,,
DNAJB4,-0.641543746,0.031970663,,,,,,,,,,
CFDP1,-0.360224288,0.161595585,,,,,,,,,,
DAXX,1.518387553,2.21E-07,,,,,,,,,,
VTI1B,-0.510507173,0.011411912,,,,,,,,,,
MARCO,-0.418033946,0.070742329,,,,,,,,,,
ADD3,-0.599363508,0.010426366,,,,,,,,,,
PRODH2,1.828035967,1.17E-15,,,,,,,,,,
C19orf25,-0.09678723,0.706391069,,,,,,,,,,
NIPSNAP3A,0.541725601,0.016142545,,,,,,,,,,
PISD,-0.899131138,0.00053985,,,,,,,,,,
ABCF2,-1.843655284,2.43E-12,,,,,,,,,,
TES,-1.903414831,6.62E-10,,,,,,,,,,
STAP2,-0.636017377,0.017891111,,,,,,,,,,
FETUB,-0.18053142,0.534356342,,,,,,,,,,
WARS2,-0.85251566,0.001786444,,,,,,,,,,
CD300A,-0.594493837,0.020621243,,,,,,,,,,
LIMD1,-1.178955345,1.65E-07,,,,,,,,,,
SEC63,-0.080541524,0.607779939,,,,,,,,,,
ZC3H7B,-0.312750051,0.293621334,,,,,,,,,,
SUSD2,-0.395393009,0.191639584,,,,,,,,,,
NDRG3,-2.197999596,2.82E-25,,,,,,,,,,
43346,-0.064639321,0.840047445,,,,,,,,,,
ARMCX3,-1.366467973,1.43E-08,,,,,,,,,,
SWAP70,-2.539412002,7.97E-26,,,,,,,,,,
MLX,-0.34056375,0.189920443,,,,,,,,,,
SUN2,-0.927015559,6.91E-06,,,,,,,,,,
LAMTOR3,-0.520175793,0.000727529,,,,,,,,,,
LIMA1,-1.996878157,8.17E-15,,,,,,,,,,
SRP68,-1.036734694,5.65E-16,,,,,,,,,,
CHORDC1,-1.831117397,4.16E-18,,,,,,,,,,
TBK1,-0.735683977,0.002466598,,,,,,,,,,
43352,-1.402232774,3.94E-24,,,,,,,,,,
UBQLN2,-1.389048293,2.35E-09,,,,,,,,,,
NAT8,0.982956153,3.88E-07,,,,,,,,,,
PCYOX1,0.542099414,1.66E-06,,,,,,,,,,
DDX20,1.084986866,0.00299539,,,,,,,,,,
SHPK,1.470317236,8.02E-16,,,,,,,,,,
AMACR,0.911759952,0.000123272,,,,,,,,,,
DPP7,0.285269751,0.292860694,,,,,,,,,,
TMEM2,-1.619226106,7.48E-09,,,,,,,,,,
BCAP29,-0.504364518,0.008278602,,,,,,,,,,
CYB5R1,-0.505102041,0.000891523,,,,,,,,,,
