node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
MRPL16,MRPS30,9606.ENSP00000300151,9606.ENSP00000424328,0,0,0,0,0.127,0.943,0,0.081,0.951
MRPL16,MRPL57,9606.ENSP00000300151,9606.ENSP00000310726,0,0,0,0,0.116,0.8,0.8,0,0.961
MRPL16,MRPS11,9606.ENSP00000300151,9606.ENSP00000317376,0.093,0,0,0,0.528,0.868,0,0.431,0.963
MRPL16,RPL23,9606.ENSP00000300151,9606.ENSP00000420311,0.154,0,0,0,0.478,0.891,0,0.33,0.963
MRPL16,MRPL45,9606.ENSP00000300151,9606.ENSP00000484903,0,0,0,0,0.105,0.816,0.8,0.328,0.975
MRPL16,MRPS2,9606.ENSP00000300151,9606.ENSP00000360850,0.071,0,0,0,0.312,0.96,0,0.14,0.975
MRPL16,MRPL48,9606.ENSP00000300151,9606.ENSP00000308717,0,0,0,0,0.162,0.823,0.8,0.37,0.978
MRPL16,MRPS18A,9606.ENSP00000300151,9606.ENSP00000361206,0,0,0,0,0.715,0.955,0,0.392,0.991
MRPL16,MRPS14,9606.ENSP00000300151,9606.ENSP00000420714,0.093,0,0,0,0.387,0.983,0,0.26,0.992
MRPL16,MRPL24,9606.ENSP00000300151,9606.ENSP00000354525,0.077,0,0,0,0.577,0.901,0.8,0.143,0.992
MRPL16,MRPL39,9606.ENSP00000300151,9606.ENSP00000305682,0,0,0,0,0.285,0.946,0.8,0.228,0.993
MRPL16,MRPL9,9606.ENSP00000300151,9606.ENSP00000357823,0,0,0,0,0.382,0.941,0.8,0.207,0.993
MRPL16,MRPL37,9606.ENSP00000300151,9606.ENSP00000354086,0,0,0,0,0.219,0.948,0.8,0.408,0.994
MRPL16,MRPL20,9606.ENSP00000300151,9606.ENSP00000341082,0,0,0,0,0.327,0.91,0.8,0.649,0.995
MRPL16,MRPL21,9606.ENSP00000300151,9606.ENSP00000354580,0,0,0,0,0.366,0.901,0.8,0.663,0.995
MRPL16,MRPL38,9606.ENSP00000300151,9606.ENSP00000308275,0,0,0,0,0.356,0.973,0.8,0.373,0.997
MRPL16,MRPS16,9606.ENSP00000300151,9606.ENSP00000362036,0.042,0,0,0,0.322,0.985,0,0.758,0.997
MRPL16,MRPL41,9606.ENSP00000300151,9606.ENSP00000360498,0,0,0,0,0.216,0.991,0.8,0.096,0.998
MRPL16,MRPL40,9606.ENSP00000300151,9606.ENSP00000333401,0,0,0,0,0.532,0.994,0.8,0.502,0.999
MRPL16,MRPL2,9606.ENSP00000300151,9606.ENSP00000373404,0.093,0,0,0,0.827,0.994,0.8,0.761,0.999
MRPL16,MRPL47,9606.ENSP00000300151,9606.ENSP00000417602,0,0,0,0,0.224,0.995,0.8,0.047,0.999
MRPL16,MRPL22,9606.ENSP00000300151,9606.ENSP00000431040,0.073,0,0,0,0.398,0.993,0.8,0.14,0.999
MRPL16,MRPL19,9606.ENSP00000300151,9606.ENSP00000377486,0,0,0,0,0.607,0.994,0.8,0.208,0.999
MRPL17,MRPS35,9606.ENSP00000288937,9606.ENSP00000081029,0,0,0,0,0.465,0.977,0,0,0.987
MRPL17,MRPS34,9606.ENSP00000288937,9606.ENSP00000177742,0,0,0,0,0.598,0.823,0,0,0.926
MRPL17,TOMM22,9606.ENSP00000288937,9606.ENSP00000216034,0,0,0,0,0.543,0,0,0,0.543
MRPL17,POLR2C,9606.ENSP00000288937,9606.ENSP00000219252,0.219,0,0,0,0.647,0.341,0,0.297,0.855
MRPL17,MRPL27,9606.ENSP00000288937,9606.ENSP00000225969,0,0,0,0,0.894,0.986,0.8,0.429,0.999
MRPL17,MRPS7,9606.ENSP00000288937,9606.ENSP00000245539,0.219,0,0,0,0.713,0.954,0,0.372,0.992
MRPL17,MRPL4,9606.ENSP00000288937,9606.ENSP00000253099,0.185,0,0,0,0.902,0.994,0.8,0.252,0.999
MRPL17,MRPS25,9606.ENSP00000288937,9606.ENSP00000253686,0,0,0,0,0.155,0.8,0,0,0.823
MRPL17,PTCD3,9606.ENSP00000288937,9606.ENSP00000254630,0,0,0,0,0.072,0.823,0,0,0.829
MRPL17,MRPL53,9606.ENSP00000288937,9606.ENSP00000258105,0,0,0,0,0.286,0.823,0.8,0,0.972
MRPL17,MRPL44,9606.ENSP00000288937,9606.ENSP00000258383,0,0,0,0,0.467,0.97,0.8,0.158,0.997
MRPL17,MRPS9,9606.ENSP00000288937,9606.ENSP00000258455,0.295,0,0,0,0.835,0.986,0,0.39,0.998
MRPL17,MRPS18B,9606.ENSP00000288937,9606.ENSP00000259873,0,0,0,0,0.248,0.823,0,0,0.861
MRPL17,MRPL3,9606.ENSP00000288937,9606.ENSP00000264995,0.185,0,0,0,0.872,0.989,0.8,0.242,0.999
MRPL17,MRPS5,9606.ENSP00000288937,9606.ENSP00000272418,0.219,0,0,0,0.838,0.985,0,0.455,0.998
MRPL17,NHP2,9606.ENSP00000288937,9606.ENSP00000274606,0.047,0,0,0,0.565,0,0,0.101,0.595
MRPL17,MRPL49,9606.ENSP00000288937,9606.ENSP00000279242,0,0,0,0,0.546,0.978,0.8,0,0.997
MRPL17,OLA1,9606.ENSP00000288937,9606.ENSP00000284719,0,0,0,0,0.124,0,0,0.361,0.416
MRPL17,RPMS17,9606.ENSP00000288937,9606.ENSP00000285298,0,0,0,0,0.299,0.83,0,0,0.876
MRPL17,SNRPD2,9606.ENSP00000288937,9606.ENSP00000342374,0,0,0,0,0.362,0.14,0,0,0.428
MRPL17,PUM1,9606.ENSP00000288937,9606.ENSP00000391723,0,0,0,0,0.062,0.368,0,0.202,0.485
MRPL17,TOMM40,9606.ENSP00000288937,9606.ENSP00000410339,0,0,0,0,0.503,0,0,0,0.503
MRPL17,SSBP1,9606.ENSP00000288937,9606.ENSP00000419665,0,0,0,0,0.541,0.1,0,0,0.569
MRPL17,POLR2A,9606.ENSP00000288937,9606.ENSP00000480158,0.167,0,0,0,0.191,0.326,0,0.207,0.592
MRPL17,POLR2B,9606.ENSP00000288937,9606.ENSP00000370625,0.185,0,0,0,0.354,0.291,0,0.116,0.625
MRPL17,PFDN2,9606.ENSP00000288937,9606.ENSP00000356989,0,0,0,0,0.23,0,0,0.572,0.656
MRPL17,MRPS31,9606.ENSP00000288937,9606.ENSP00000315397,0,0,0,0,0.123,0.823,0,0,0.838
MRPL17,MRPS22,9606.ENSP00000288937,9606.ENSP00000418008,0,0,0,0,0.205,0.823,0,0,0.853
MRPL17,MRPS21,9606.ENSP00000288937,9606.ENSP00000461930,0,0,0,0,0.205,0.823,0,0,0.854
MRPL17,POLR1C,9606.ENSP00000288937,9606.ENSP00000361465,0.219,0,0,0,0.655,0.341,0,0.297,0.858
MRPL17,MRPS24,9606.ENSP00000288937,9606.ENSP00000318158,0,0,0,0,0.301,0.823,0,0,0.871
MRPL17,MRPS33,9606.ENSP00000288937,9606.ENSP00000376732,0,0,0,0,0.34,0.823,0,0,0.878
MRPL17,MRPS27,9606.ENSP00000288937,9606.ENSP00000426941,0,0,0,0,0.078,0.823,0,0.325,0.88
MRPL17,OXA1L,9606.ENSP00000288937,9606.ENSP00000483491,0,0,0,0,0.547,0,0.8,0.217,0.922
MRPL17,MRPS23,9606.ENSP00000288937,9606.ENSP00000320184,0,0,0,0,0.694,0.822,0,0,0.943
MRPL17,MRPS30,9606.ENSP00000288937,9606.ENSP00000424328,0,0,0,0,0.148,0.943,0,0,0.95
MRPL17,MRPL57,9606.ENSP00000288937,9606.ENSP00000310726,0,0,0,0,0.303,0.8,0.8,0,0.969
MRPL17,RPL23,9606.ENSP00000288937,9606.ENSP00000420311,0.295,0,0,0,0.673,0.899,0,0.385,0.983
MRPL17,MRPL45,9606.ENSP00000288937,9606.ENSP00000484903,0,0,0,0,0.338,0.8,0.8,0.465,0.983
MRPL17,MRPL48,9606.ENSP00000288937,9606.ENSP00000308717,0,0,0,0,0.632,0.823,0.8,0,0.985
MRPL17,MRPS11,9606.ENSP00000288937,9606.ENSP00000317376,0.219,0,0,0,0.696,0.921,0,0.297,0.985
MRPL17,MRPS18A,9606.ENSP00000288937,9606.ENSP00000361206,0,0,0,0,0.717,0.955,0,0.139,0.988
MRPL17,MRPL37,9606.ENSP00000288937,9606.ENSP00000354086,0,0,0,0,0.214,0.933,0.8,0,0.988
MRPL17,MRPS2,9606.ENSP00000288937,9606.ENSP00000360850,0.078,0,0,0,0.552,0.974,0,0.223,0.99
MRPL17,MRPL39,9606.ENSP00000288937,9606.ENSP00000305682,0,0,0,0,0.344,0.94,0.8,0,0.991
MRPL17,MRPL38,9606.ENSP00000288937,9606.ENSP00000308275,0,0,0,0,0.515,0.935,0.8,0.123,0.993
MRPL17,MRPS14,9606.ENSP00000288937,9606.ENSP00000420714,0.219,0,0,0,0.609,0.984,0,0.297,0.996
MRPL17,MRPS16,9606.ENSP00000288937,9606.ENSP00000362036,0.264,0,0,0,0.808,0.986,0,0.39,0.998
MRPL17,MRPL20,9606.ENSP00000288937,9606.ENSP00000341082,0.048,0,0,0,0.593,0.965,0.8,0.39,0.998
MRPL17,MRPL47,9606.ENSP00000288937,9606.ENSP00000417602,0,0,0,0,0.943,0.995,0.8,0,0.999
MRPL17,MRPL9,9606.ENSP00000288937,9606.ENSP00000357823,0.071,0,0,0,0.688,0.98,0.8,0.39,0.999
MRPL17,MRPL22,9606.ENSP00000288937,9606.ENSP00000431040,0.167,0,0,0,0.735,0.994,0.8,0.432,0.999
MRPL17,MRPL19,9606.ENSP00000288937,9606.ENSP00000377486,0.156,0,0,0,0.913,0.986,0.8,0.365,0.999
MRPL17,MRPL2,9606.ENSP00000288937,9606.ENSP00000373404,0.219,0,0,0,0.675,0.994,0.8,0.609,0.999
MRPL17,MRPL21,9606.ENSP00000288937,9606.ENSP00000354580,0,0,0,0,0.858,0.958,0.8,0.39,0.999
MRPL17,MRPL40,9606.ENSP00000288937,9606.ENSP00000333401,0,0,0,0,0.855,0.97,0.8,0.294,0.999
MRPL17,MRPL24,9606.ENSP00000288937,9606.ENSP00000354525,0.185,0,0,0,0.858,0.958,0.8,0.253,0.999
MRPL17,MRPL41,9606.ENSP00000288937,9606.ENSP00000360498,0,0,0,0,0.788,0.991,0.8,0,0.999
MRPL19,MRPS35,9606.ENSP00000377486,9606.ENSP00000081029,0,0,0,0,0.356,0.96,0,0,0.973
MRPL19,MRPS34,9606.ENSP00000377486,9606.ENSP00000177742,0,0,0,0,0.23,0.823,0,0,0.858
MRPL19,SF3A1,9606.ENSP00000377486,9606.ENSP00000215793,0,0,0,0,0.059,0,0,0.595,0.602
MRPL19,POLR2C,9606.ENSP00000377486,9606.ENSP00000219252,0.109,0,0,0,0.239,0.343,0,0.26,0.626
MRPL19,MRPL27,9606.ENSP00000377486,9606.ENSP00000225969,0.275,0,0,0,0.775,0.986,0.8,0.39,0.999
MRPL19,MRPS7,9606.ENSP00000377486,9606.ENSP00000245539,0,0,0,0,0.558,0.952,0,0.357,0.985
MRPL19,MRPL4,9606.ENSP00000377486,9606.ENSP00000253099,0,0,0,0,0.863,0.994,0.8,0.253,0.999
MRPL19,MRPS25,9606.ENSP00000377486,9606.ENSP00000253686,0,0,0,0,0.13,0.8,0,0.206,0.849
MRPL19,PTCD3,9606.ENSP00000377486,9606.ENSP00000254630,0,0,0,0,0.09,0.823,0,0.305,0.878
MRPL19,NARS,9606.ENSP00000377486,9606.ENSP00000256854,0.098,0,0,0,0.163,0,0,0.476,0.57
MRPL19,MRPL53,9606.ENSP00000377486,9606.ENSP00000258105,0,0,0,0,0.106,0.823,0.8,0,0.965
MRPL19,MRPL44,9606.ENSP00000377486,9606.ENSP00000258383,0.185,0,0,0,0.482,0.994,0.8,0.101,0.999
MRPL19,MRPS9,9606.ENSP00000377486,9606.ENSP00000258455,0.291,0,0,0,0.733,0.983,0,0.703,0.998
MRPL19,MRPS18B,9606.ENSP00000377486,9606.ENSP00000259873,0,0,0,0,0.134,0.823,0,0.073,0.846
MRPL19,MRPL3,9606.ENSP00000377486,9606.ENSP00000264995,0,0,0,0,0.734,0.99,0.8,0.253,0.999
MRPL19,MRPS5,9606.ENSP00000377486,9606.ENSP00000272418,0,0,0,0,0.528,0.986,0,0.297,0.994
MRPL19,MRPL49,9606.ENSP00000377486,9606.ENSP00000279242,0,0,0,0,0.463,0.986,0.8,0.495,0.999
MRPL19,OLA1,9606.ENSP00000377486,9606.ENSP00000284719,0.218,0,0,0,0.107,0,0,0.264,0.442
MRPL19,RPMS17,9606.ENSP00000377486,9606.ENSP00000285298,0,0,0,0,0.136,0.83,0,0,0.847
MRPL19,NUDCD2,9606.ENSP00000377486,9606.ENSP00000304854,0,0,0,0,0.569,0,0,0,0.569
MRPL19,MRPL39,9606.ENSP00000377486,9606.ENSP00000305682,0,0,0,0,0.321,0.979,0.8,0.142,0.997
MRPL19,MRPL38,9606.ENSP00000377486,9606.ENSP00000308275,0,0,0,0,0.352,0.975,0.8,0,0.996
MRPL19,MRPL48,9606.ENSP00000377486,9606.ENSP00000308717,0,0,0,0,0.179,0.823,0.8,0,0.968
MRPL19,MRPL57,9606.ENSP00000377486,9606.ENSP00000310726,0,0,0,0,0.132,0.919,0.8,0,0.984
MRPL19,MRPS31,9606.ENSP00000377486,9606.ENSP00000315397,0,0,0,0,0.114,0.823,0,0,0.837
MRPL19,MRPS11,9606.ENSP00000377486,9606.ENSP00000317376,0.072,0,0,0,0.445,0.921,0,0.297,0.967
MRPL19,MRPS24,9606.ENSP00000377486,9606.ENSP00000318158,0,0,0,0,0.146,0.823,0,0,0.843
MRPL19,MRPS23,9606.ENSP00000377486,9606.ENSP00000320184,0,0,0,0,0.243,0.822,0,0,0.86
MRPL19,MRPL40,9606.ENSP00000377486,9606.ENSP00000333401,0,0,0,0,0.296,0.994,0.8,0,0.999
MRPL19,MRPL20,9606.ENSP00000377486,9606.ENSP00000341082,0.278,0,0,0,0.625,0.944,0.8,0.39,0.997
MRPL19,MRPL37,9606.ENSP00000377486,9606.ENSP00000354086,0,0,0,0,0.232,0.816,0.8,0,0.969
MRPL19,MRPL24,9606.ENSP00000377486,9606.ENSP00000354525,0,0,0,0,0.473,0.961,0.8,0.253,0.996
MRPL19,MRPL21,9606.ENSP00000377486,9606.ENSP00000354580,0.272,0,0,0,0.583,0.976,0.8,0.497,0.999
MRPL19,MRPL9,9606.ENSP00000377486,9606.ENSP00000357823,0,0,0,0,0.693,0.983,0.8,0.634,0.999
MRPL19,MRPL41,9606.ENSP00000377486,9606.ENSP00000360498,0,0,0,0,0.371,0.992,0.8,0,0.998
MRPL19,MRPS2,9606.ENSP00000377486,9606.ENSP00000360850,0.165,0,0,0,0.429,0.971,0,0.431,0.991
MRPL19,MRPS18A,9606.ENSP00000377486,9606.ENSP00000361206,0,0,0,0,0.437,0.955,0,0,0.973
MRPL19,POLR1C,9606.ENSP00000377486,9606.ENSP00000361465,0.109,0,0,0,0.226,0.343,0,0.26,0.619
MRPL19,MRPS16,9606.ENSP00000377486,9606.ENSP00000362036,0.295,0,0,0,0.668,0.985,0,0.546,0.998
MRPL19,POLR2B,9606.ENSP00000377486,9606.ENSP00000370625,0,0,0,0,0.146,0.291,0,0.253,0.508
MRPL19,MRPL2,9606.ENSP00000377486,9606.ENSP00000373404,0,0,0,0,0.469,0.986,0.8,0.297,0.998
MRPL19,MRPS33,9606.ENSP00000377486,9606.ENSP00000376732,0,0,0,0,0.142,0.823,0,0,0.842
MRPL19,PNPT1,9606.ENSP00000377486,9606.ENSP00000400646,0.078,0,0,0,0.162,0,0,0.286,0.4
MRPL19,SSBP1,9606.ENSP00000377486,9606.ENSP00000419665,0.046,0,0,0,0.148,0.35,0,0.188,0.514
MRPL19,POLR2A,9606.ENSP00000377486,9606.ENSP00000480158,0,0,0,0,0.08,0.26,0,0.422,0.572
MRPL19,PUM1,9606.ENSP00000377486,9606.ENSP00000391723,0,0,0,0,0.065,0.368,0,0.612,0.751
MRPL19,MRPS21,9606.ENSP00000377486,9606.ENSP00000461930,0,0,0,0,0.113,0.823,0,0,0.837
MRPL19,MRPS27,9606.ENSP00000377486,9606.ENSP00000426941,0,0,0,0,0.116,0.823,0,0.14,0.854
MRPL19,OXA1L,9606.ENSP00000377486,9606.ENSP00000483491,0.111,0,0,0,0.258,0,0.8,0.109,0.866
MRPL19,MRPS22,9606.ENSP00000377486,9606.ENSP00000418008,0,0,0,0,0.142,0.823,0,0.619,0.937
MRPL19,MRPS30,9606.ENSP00000377486,9606.ENSP00000424328,0,0,0,0,0.146,0.946,0,0,0.952
MRPL19,RPL23,9606.ENSP00000377486,9606.ENSP00000420311,0,0,0,0,0.22,0.928,0,0.39,0.962
MRPL19,MRPL45,9606.ENSP00000377486,9606.ENSP00000484903,0,0,0,0,0.344,0.926,0.8,0,0.989
MRPL19,MRPS14,9606.ENSP00000377486,9606.ENSP00000420714,0,0,0,0,0.399,0.983,0,0.296,0.992
MRPL19,MRPL47,9606.ENSP00000377486,9606.ENSP00000417602,0,0,0,0,0.793,0.995,0.8,0.165,0.999
MRPL19,MRPL22,9606.ENSP00000377486,9606.ENSP00000431040,0,0,0,0,0.59,0.986,0.8,0.244,0.999
MRPL2,MRPS35,9606.ENSP00000373404,9606.ENSP00000081029,0,0,0,0,0.178,0.96,0,0.049,0.966
MRPL2,MRPS34,9606.ENSP00000373404,9606.ENSP00000177742,0,0,0,0,0.237,0.823,0,0.403,0.912
MRPL2,TOMM22,9606.ENSP00000373404,9606.ENSP00000216034,0,0,0,0,0.08,0,0,0.405,0.429
MRPL2,POLR2C,9606.ENSP00000373404,9606.ENSP00000219252,0.167,0,0,0,0.492,0.369,0,0.223,0.764
MRPL2,MRPL27,9606.ENSP00000373404,9606.ENSP00000225969,0,0,0,0,0.502,0.985,0.8,0.302,0.998
MRPL2,MRPS7,9606.ENSP00000373404,9606.ENSP00000245539,0.167,0,0,0,0.576,0.981,0,0.361,0.995
MRPL2,MRPL4,9606.ENSP00000373404,9606.ENSP00000253099,0.135,0,0,0,0.492,0.994,0.8,0.515,0.999
MRPL2,MRPS25,9606.ENSP00000373404,9606.ENSP00000253686,0,0,0,0,0.529,0.8,0,0.414,0.939
MRPL2,PTCD3,9606.ENSP00000373404,9606.ENSP00000254630,0,0,0,0,0,0.823,0,0,0.823
MRPL2,MRPL53,9606.ENSP00000373404,9606.ENSP00000258105,0,0,0,0,0.077,0.823,0.8,0.434,0.979
MRPL2,MRPL44,9606.ENSP00000373404,9606.ENSP00000258383,0,0,0,0,0.186,0.97,0.8,0.189,0.995
MRPL2,MRPS9,9606.ENSP00000373404,9606.ENSP00000258455,0.219,0,0,0,0.652,0.983,0,0.297,0.996
MRPL2,MRPS18B,9606.ENSP00000373404,9606.ENSP00000259873,0,0,0,0,0.267,0.823,0,0.047,0.866
MRPL2,MRPL3,9606.ENSP00000373404,9606.ENSP00000264995,0.135,0,0,0,0.448,0.985,0.8,0.201,0.998
MRPL2,NDUFA9,9606.ENSP00000373404,9606.ENSP00000266544,0,0,0,0,0.755,0,0,0.124,0.777
MRPL2,MRPS5,9606.ENSP00000373404,9606.ENSP00000272418,0.167,0,0,0,0.655,0.985,0,0.363,0.997
MRPL2,NHP2,9606.ENSP00000373404,9606.ENSP00000274606,0.077,0,0,0,0.33,0.346,0,0.137,0.604
MRPL2,MRPL49,9606.ENSP00000373404,9606.ENSP00000279242,0,0,0,0,0.208,0.977,0.8,0,0.996
MRPL2,RPMS17,9606.ENSP00000373404,9606.ENSP00000285298,0,0,0,0,0.1,0.83,0,0,0.841
MRPL2,MRPL39,9606.ENSP00000373404,9606.ENSP00000305682,0,0,0,0,0.192,0.961,0.8,0,0.993
MRPL2,MRPL38,9606.ENSP00000373404,9606.ENSP00000308275,0,0,0,0,0.168,0.935,0.8,0.101,0.989
MRPL2,MRPL48,9606.ENSP00000373404,9606.ENSP00000308717,0,0,0,0,0.14,0.842,0.8,0.389,0.981
MRPL2,MRPL57,9606.ENSP00000373404,9606.ENSP00000310726,0,0,0,0,0.093,0.8,0.8,0,0.96
MRPL2,MRPS31,9606.ENSP00000373404,9606.ENSP00000315397,0,0,0,0,0.064,0.823,0,0.39,0.89
MRPL2,MRPS11,9606.ENSP00000373404,9606.ENSP00000317376,0.167,0,0,0,0.583,0.9,0,0.223,0.969
MRPL2,MRPS24,9606.ENSP00000373404,9606.ENSP00000318158,0,0,0,0,0.19,0.823,0,0,0.851
MRPL2,PKM,9606.ENSP00000373404,9606.ENSP00000320171,0.167,0,0,0,0.124,0.43,0,0.151,0.599
MRPL2,MRPS23,9606.ENSP00000373404,9606.ENSP00000320184,0,0,0,0,0.069,0.822,0,0,0.827
MRPL2,PLEC,9606.ENSP00000373404,9606.ENSP00000323856,0,0,0,0,0.445,0.379,0,0.137,0.676
MRPL2,MRPL40,9606.ENSP00000373404,9606.ENSP00000333401,0,0,0,0,0.531,0.987,0.8,0.337,0.999
MRPL2,MRPL20,9606.ENSP00000373404,9606.ENSP00000341082,0,0,0,0,0.197,0.921,0.8,0.614,0.994
MRPL2,PTP4A2,9606.ENSP00000373404,9606.ENSP00000344909,0,0,0,0,0.067,0,0,0.589,0.6
MRPL2,RPL36AL,9606.ENSP00000373404,9606.ENSP00000346012,0,0,0,0,0.437,0.38,0,0.201,0.696
MRPL2,RPL21,9606.ENSP00000373404,9606.ENSP00000346027,0,0,0,0,0.613,0.614,0,0.207,0.871
MRPL2,PES1,9606.ENSP00000373404,9606.ENSP00000346725,0,0,0,0,0.127,0.363,0,0,0.42
MRPL2,MRPL37,9606.ENSP00000373404,9606.ENSP00000354086,0,0,0,0,0.383,0.957,0.8,0,0.994
MRPL2,MRPL24,9606.ENSP00000373404,9606.ENSP00000354525,0.135,0,0,0,0.477,0.974,0.8,0.201,0.997
MRPL2,MRPL21,9606.ENSP00000373404,9606.ENSP00000354580,0,0,0,0,0.675,0.921,0.8,0.563,0.997
MRPL2,RPS27,9606.ENSP00000373404,9606.ENSP00000357555,0,0,0,0,0.453,0.525,0,0.199,0.773
MRPL2,MRPL9,9606.ENSP00000373404,9606.ENSP00000357823,0.043,0,0,0,0.349,0.989,0.8,0.294,0.998
MRPL2,MRPL41,9606.ENSP00000373404,9606.ENSP00000360498,0,0,0,0,0.23,0.985,0.8,0,0.997
MRPL2,MRPS2,9606.ENSP00000373404,9606.ENSP00000360850,0.101,0,0,0,0.438,0.969,0,0.189,0.986
MRPL2,MRPS18A,9606.ENSP00000373404,9606.ENSP00000361206,0,0,0,0,0.348,0.955,0,0.69,0.99
MRPL2,POLR1C,9606.ENSP00000373404,9606.ENSP00000361465,0.167,0,0,0,0.494,0.369,0,0.223,0.765
MRPL2,MRPS16,9606.ENSP00000373404,9606.ENSP00000362036,0.042,0,0,0,0.529,0.985,0,0.439,0.995
MRPL2,VARS,9606.ENSP00000373404,9606.ENSP00000364815,0,0,0,0,0.223,0.056,0,0.256,0.406
MRPL2,POLR2B,9606.ENSP00000373404,9606.ENSP00000370625,0.135,0,0,0,0.379,0.259,0,0.576,0.808
MRPL2,POLR2E,9606.ENSP00000373404,9606.ENSP00000478303,0,0,0,0,0.13,0,0,0.344,0.405
MRPL2,TOMM40,9606.ENSP00000373404,9606.ENSP00000410339,0,0,0,0,0.537,0,0,0.103,0.567
MRPL2,POLR2A,9606.ENSP00000373404,9606.ENSP00000480158,0.111,0,0,0,0.344,0.255,0,0.189,0.6
MRPL2,NDUFA11,9606.ENSP00000373404,9606.ENSP00000389160,0,0,0,0,0.649,0,0,0.135,0.683
MRPL2,RPL36A,9606.ENSP00000373404,9606.ENSP00000404375,0,0,0,0,0.437,0.38,0,0.201,0.696
MRPL2,RPL24,9606.ENSP00000373404,9606.ENSP00000377640,0,0,0,0,0.461,0.525,0,0.101,0.749
MRPL2,OXA1L,9606.ENSP00000373404,9606.ENSP00000483491,0,0,0,0,0.144,0,0.8,0,0.821
MRPL2,MRPS21,9606.ENSP00000373404,9606.ENSP00000461930,0,0,0,0,0.095,0.823,0,0,0.833
MRPL2,MRPS22,9606.ENSP00000373404,9606.ENSP00000418008,0,0,0,0,0.134,0.823,0,0,0.841
MRPL2,MRPS33,9606.ENSP00000373404,9606.ENSP00000376732,0,0,0,0,0.076,0.823,0,0.19,0.856
MRPL2,MRPS27,9606.ENSP00000373404,9606.ENSP00000426941,0,0,0,0,0.083,0.823,0,0.373,0.889
MRPL2,MRPS30,9606.ENSP00000373404,9606.ENSP00000424328,0,0,0,0,0.091,0.957,0,0,0.96
MRPL2,MRPL45,9606.ENSP00000373404,9606.ENSP00000484903,0,0,0,0,0.174,0.816,0.8,0.36,0.978
MRPL2,RPL23,9606.ENSP00000373404,9606.ENSP00000420311,0.219,0,0,0,0.637,0.891,0,0.535,0.983
MRPL2,MRPS14,9606.ENSP00000373404,9606.ENSP00000420714,0.167,0,0,0,0.513,0.983,0,0.302,0.994
MRPL2,MRPL22,9606.ENSP00000373404,9606.ENSP00000431040,0.111,0,0,0,0.399,0.994,0.8,0.368,0.999
MRPL2,MRPL47,9606.ENSP00000373404,9606.ENSP00000417602,0,0,0,0,0.675,0.995,0.8,0,0.999
MRPL20,MRPS35,9606.ENSP00000341082,9606.ENSP00000081029,0,0,0,0,0.122,0.937,0,0,0.942
MRPL20,MRPS34,9606.ENSP00000341082,9606.ENSP00000177742,0,0,0,0,0.295,0.823,0,0,0.87
MRPL20,POLR2C,9606.ENSP00000341082,9606.ENSP00000219252,0.045,0,0,0,0.247,0.341,0,0.297,0.622
MRPL20,MRPL27,9606.ENSP00000341082,9606.ENSP00000225969,0,0,0,0,0.755,0.964,0.8,0.39,0.998
MRPL20,MRPS7,9606.ENSP00000341082,9606.ENSP00000245539,0,0,0,0,0.321,0.921,0,0.416,0.966
MRPL20,MRPL4,9606.ENSP00000341082,9606.ENSP00000253099,0,0,0,0,0.284,0.995,0.8,0.253,0.999
MRPL20,MRPS25,9606.ENSP00000341082,9606.ENSP00000253686,0,0,0,0,0.239,0.8,0,0,0.841
MRPL20,PTCD3,9606.ENSP00000341082,9606.ENSP00000254630,0,0,0,0,0.087,0.823,0,0,0.832
MRPL20,MRPL53,9606.ENSP00000341082,9606.ENSP00000258105,0,0,0,0,0.2,0.823,0.8,0,0.969
MRPL20,MRPL44,9606.ENSP00000341082,9606.ENSP00000258383,0.179,0,0,0,0.291,0.825,0.8,0.469,0.987
MRPL20,MRPS9,9606.ENSP00000341082,9606.ENSP00000258455,0.068,0,0,0,0.531,0.955,0,0.573,0.99
MRPL20,MRPS18B,9606.ENSP00000341082,9606.ENSP00000259873,0,0,0,0,0.166,0.823,0,0.277,0.884
MRPL20,MRPL3,9606.ENSP00000341082,9606.ENSP00000264995,0,0,0,0,0.298,0.973,0.8,0.253,0.996
MRPL20,MRPS5,9606.ENSP00000341082,9606.ENSP00000272418,0,0,0,0,0.216,0.937,0,0.297,0.962
MRPL20,NHP2,9606.ENSP00000341082,9606.ENSP00000274606,0,0,0,0,0.689,0,0,0.11,0.711
MRPL20,MRPL49,9606.ENSP00000341082,9606.ENSP00000279242,0,0,0,0,0.196,0.822,0.8,0.772,0.992
MRPL20,RPMS17,9606.ENSP00000341082,9606.ENSP00000285298,0,0,0,0,0.17,0.83,0,0.487,0.921
MRPL20,MRPL39,9606.ENSP00000341082,9606.ENSP00000305682,0.167,0,0,0,0.205,0.94,0.8,0.372,0.994
MRPL20,MRPL38,9606.ENSP00000341082,9606.ENSP00000308275,0,0,0,0,0.147,0.825,0.8,0.134,0.97
MRPL20,MRPL48,9606.ENSP00000341082,9606.ENSP00000308717,0,0,0,0,0.14,0.823,0.8,0.786,0.992
MRPL20,MRPL57,9606.ENSP00000341082,9606.ENSP00000310726,0,0,0,0,0.353,0.8,0.8,0,0.971
