DrugID,Indication
DB12836,"The effects of grapiprant have been investigated in the area of analgesia and anti-inflammation due to the effects that have been reported about this molecule.[A39816]
This molecule has been approved and widely accepted to be used in veterinary for pain reduction in arthritis.[A39835] In humans, it has been researched to be used in the control of pain and inflammation associated with osteoarthritis.[A39844, A39843]
The effect of grapiprant can be explained through the function of prostaglandin E2 (PGE2) which is a key mediator of swelling redness and pain which are classic signs of inflammation. The effect of PGE2 results from its action through four receptor EP1, EP2, EP3 and EP4 from which the EP4 is the primary mediator of PGE2-driven inflammation.[A39817]"
DB12837,
DB12838,
DB12839,Pegvaliase is indicated for the management of phenylketonuria (PKU) in adult patients who have uncontrolled blood phenylalanine concentrations greater than 600 micromol/L on existing management.[L42725]
DB12840,
DB12841,
DB12842,
DB12843,
DB12844,
DB12845,
DB12846,
DB12847,
DB12848,
DB12849,
DB12850,
DB12851,
DB12852,
DB12853,
DB12854,
DB12855,
DB12856,
DB12857,
DB12858,
DB12859,
DB12860,
DB12861,
DB12862,
DB12863,
DB12864,
DB12865,"Etelcalcetide is a calcium-sensing receptor agonist indicated for: 
Secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on hemodialysis."
DB12866,
DB12867,
DB12868,
DB12869,
DB12870,
DB12871,
DB12872,"Vonicog alfa is indicated for the on-demand treatment and control of bleeding episodes in adults previously diagnosed with von Willebrand disease.[L1866] Vonicog alfa contains only the vWF and thus, its administration offers the flexibility to administer the coagulation factor VIII if needed. The von Willebrand disease is an inherited disorder characterized by the deficiency or misfunction of the von Willebrand factor (vWF). Due to this deficiency, the blood cannot clot properly and the patients that present this disease are prone to prolonged or excessive bleeding. There are three types of this disease, and type 3 is an autosomal recessive inherited disorder marked by very low or absent levels of vWF.[L1867]"
DB12873,
DB12874,
DB12875,
DB12876,
DB12877,
DB12878,
DB12879,
DB12880,
DB12881,
DB12882,
DB12883,
DB12884,
DB12885,
DB12886,
DB12887,"Tazemetostat is indicated to treat adult and pediatric patients 16 years and older with metastatic or locally advanced epithelioid sarcoma that is not eligible for complete resection.[L11476] It is also indicated to treat adult patients with relapsed or refractory follicular lymphoma whose tumors are positive for an IZH2 mutation and who have received at least 2 prior systemic therapies.[L11476] Additionally, it is indicated in adult patients with relapsed or refractory follicular lymphoma who have no satisfactory alternative treatment options.[L11476]"
DB12888,
DB12889,
DB12890,
DB12891,
DB12892,
DB12893,"Sacituzumab govitecan is indicated for adult patients with metastatic triple-negative breast cancer (mTNBC) who have undergone two or more prior therapies for metastatic disease.[L13002]
Sacituzumab govitecan is also indicated for the treatment of locally advanced or metastatic urothelial cancer in adult patients who have received previous platinum-based therapy and either a programmed death receptor-1 (PD-1) or programmed death-ligand 1 (PD-L1) inhibitor. This indication has been approved under accelerated approval, and continued approval may be contingent on the demonstration of clinical benefit in confirmatory trials.[L13002]"
DB12894,
DB12895,
DB12896,
DB12897,
DB12898,
DB12899,
DB12900,
DB12901,
DB12902,
DB12903,
DB12904,
DB12905,
DB12906,
DB12907,
DB12908,
DB12909,"Factor XIII (Human), available as the commercially available product Corifact, is approved by the Food and Drug Administration for routine prophylactic treatment and peri-operative management of surgical bleeding in adult and pediatric patients with congenital FXIII deficiency [FDA Label]."
DB12910,
DB12911,"The primary therapeutic use for which nicoboxil is currently indicated for is as an active ingredient in combination with the capsaicinoid nonivamide compound as a topical analgesic for the temporary relief of the pain of rheumatism, arthritis, lumbago, muscular aches, sprains and strains, sporting injuries, and other conditions where local warmth is beneficial [F11].
Nevertheless, most of the available studies regarding the use of nicoboxil and nonivamide topical analgesics focus specifically on their efficacy and safety in treating acute non-specific low back pain, typically finding the combination analgesic to be an effective, safe, and well-tolerated medication for such an indication [A32785, A32786]."
DB12912,
DB12914,
DB12915,
DB12916,
DB12917,Bimekizumab is indicated in the EU for the treatment of moderate-to-severe plaque psoriasis in adults who are candidates for systemic therapy.[L39665]
DB12919,
DB12920,
DB12921,
DB12923,
DB12924,Ozenoxacin cream is indicated for the topical treatment of impetigo caused by *Staphylococcus aureus* or *Streptococcus pyogenes* in patients aged 2 months of age and older [FDA Label].
DB12925,
DB12926,
DB12927,
DB12928,
DB12929,
DB12930,
DB12931,
DB12932,
DB12933,
DB12934,
DB12935,
DB12937,
DB12938,
DB12939,
DB12940,
DB12941,Darolutamide is indicated for the treatment of adults with non-metastatic castration-resistant prostate cancer (nmCRPC) and metastatic hormone-sensitive prostate cancer (mHSPC) in combination with [docetaxel].[L42765]
DB12942,Lactitol is indicated for the treatment of chronic idiopathic constipation in adults.[L11803]
DB12943,
DB12944,
DB12945,
DB12946,
DB12947,
DB12948,
DB12949,
DB12950,
DB12951,
DB12952,
DB12953,
DB12954,
DB12955,
DB12956,
DB12957,
DB12958,
DB12959,
DB12960,
DB12961,
DB12962,
DB12963,
DB12964,
DB12965,Indicated for the treatment of acne for topical use or the management of dental caries for dental use. 
DB12966,
DB12967,
DB12968,
DB12969,
DB12970,
DB12971,
DB12972,
DB12973,
DB12974,
DB12975,
DB12976,
DB12977,
DB12978,Pexidartinib is indicated for the treatment of adult patients with symptomatic tenosynovial giant cell tumor (TGCT) associated with severe morbidity or functional limitations and not amenable to improvement with surgery.[L7883]
DB12979,
DB12980,
DB12981,
DB12982,
DB12983,
DB12984,
DB12985,
DB12986,
DB12987,
DB12988,
DB12989,
DB12990,
DB12991,
DB12992,
DB12993,
DB12994,
DB12996,
DB12997,
DB12998,
DB12999,
DB13000,
DB13001,
DB13002,
DB13003,
DB13004,
DB13005,
DB13006,
DB13007,"Enfortumab vedotin is indicated for the treatment of adult patients with locally advanced or metastatic urothelial cancer who have previously received a programmed death receptor-1 (PD-1) or programmed death-ligand 1 (PD-L1) inhibitor, and a platinum-containing chemotherapy in the neoadjuvant/adjuvant, locally advanced, or metastatic setting.[L10836,L41995]"
DB13008,
DB13009,
DB13010,
DB13011,
DB13012,
DB13013,
DB13014,
DB13016,
DB13017,
DB13018,
DB13019,
DB13020,
DB13021,
DB13022,
DB13023,
DB13024,
DB13025,"Tiapride is indicated for the treatment of a variety of neurological and psychiatric disorders including dyskinesia, alcohol withdrawal syndrome, negative symptoms of psychosis, and agitation and aggression in the elderly."
DB13026,
DB13027,
DB13028,
DB13029,
DB13030,
DB13031,
DB13032,
DB13033,
DB13034,
DB13035,
DB13036,
DB13037,
DB13038,
DB13039,
DB13040,
DB13041,
DB13042,
DB13044,
DB13045,
DB13046,
DB13047,
DB13048,
DB13049,
DB13050,
DB13051,
DB13052,
DB13053,
DB13054,
DB13055,Oteseconazole is an azole antifungal indicated to reduce the incidence of recurrent vulvovaginal candidiasis (RVVC) in females with a history of RVVC who are not of reproductive potential.[L41635]
DB13056,
DB13057,
DB13058,
DB13059,
DB13060,
DB13061,
DB13062,
DB13063,
DB13064,
DB13065,
DB13066,
DB13067,
DB13068,
DB13069,
DB13070,
DB13071,
DB13072,
DB13073,
DB13074,Indicated for the diagnosis of adult growth hormone deficiency (AGHD) [FDA Label].
DB13075,
DB13076,
DB13077,
DB13078,
DB13080,
DB13082,
DB13083,
DB13084,
DB13085,
DB13086,
DB13087,
DB13088,
DB13089,
DB13090,
DB13091,
DB13092,Currently under investigation for the topical treatment of ulcerative oral mucositis [L797]
DB13093,
DB13094,
DB13095,
DB13096,
DB13097,
DB13098,
DB13099,
DB13100,
DB13101,
DB13102,
DB13103,
DB13104,
DB13105,
DB13106,
DB13107,
DB13108,
DB13109,
DB13110,
DB13111,
DB13112,
DB13113,
DB13114,
DB13115,
DB13116,
DB13117,
DB13118,
DB13119,
DB13120,
DB13121,
DB13122,
DB13123,
DB13124,
DB13125,Lusutrombopag is indicated for the treatment of thrombocytopenia in adults with chronic liver disease who are scheduled to undergo a medical or dental procedure.
DB13126,
DB13127,
DB13128,
DB13129,
DB13131,
DB13132,
DB13133,"The von Willebrand factor (vWF) is indicated to manage and control bleeding episodes in adults with von Willebrand disease. It is also used for perioperative management of bleeding in these patients. It is also used for routine prophylaxis to reduce the frequency of bleeding episodes in patients with severe Type 3 von Willebrand disease receiving on-demand therapy.[L40049]
In combination with [antihemophilic factor human], vWF is also used to manage and control bleeding associated with von Willebrand disease in children and adults, as well as for perioperative management of bleeding in these patients. This combination product is also used for the management and control of bleeding episodes in adolescents and adults with hemophilia A, as well as for routine prophylaxis to reduce the frequency of bleeding episodes.[L1878]"
DB13134,
DB13135,
DB13136,
DB13137,
DB13138,
DB13139,"Indicated for the management of COPD (chronic obstructive pulmonary disease, also known as chronic obstructive lung disease) and asthma."
DB13140,Prevents recurrence of Clostridium difficile infection in people 18 years or older who are either currently receiving treatment for C. difficile infection or have a high risk of recurrence. 
DB13141,
DB13142,"Calcium glubionate is indicated to treat conditions caused by low calcium levels such as bone loss (osteoporosis), weak bones (osteomalacia/rickets), decreased activity of the parathyroid gland (hypoparathyroidism), and a certain muscle disease (latent tetany). It may also be used in certain patients to make sure they are getting enough calcium (e.g., women who are pregnant, nursing, or postmenopausal, people taking certain medications such as phenytoin, phenobarbital, or prednisone)."
DB13143,
DB13144,"The drug is used to reduce the risk of life-threatening infection in patients with neutropenia, particularly after cytotoxic chemotherapy. 
Lenograstim is indicated as a treatment to reduce the duration of neutropenia and the severity of infections in patients with non-myeloid malignancy who have undergone autologous or allogeneic bone marrow transplantation, or treatment with established cytotoxic chemotherapy and in addition to reduce the incidence of infection associated with established cytotoxic chemotherapy.
Lenograstim is also indicated to mobilise peripheral blood progenitor cells (PBPCs) with Lenograstim alone, or after myelosuppressive chemotherapy, in order to accelerate haematopoietic recovery by infusion of such cells, after myelosuppressive or myeloablative therapy. Lenograstim  is also indicated to accelerate the engraftment of these cells after their reinfusion.
GRANOCYTE is also indicated for the treatment of severe chronic neutropenia including congenital agranulocytosis (Kostmann's syndrome)."
DB13145,"Used in the treatment of non-small cell lung cancer, small cell lung cancer, oesophygeal cancer, and head and neck cancers [A20300]."
DB13146,Fluciclovine is indicated as a detection agent for positron emission tomography (PET) in men with suspected prostate cancer recurrence based on elevated blood prostate specific antigen (PSA) levels following prior treatment.[A31388] The overexpression of L-type amino acid transporters such as LAT1 and LAT3 that mediate the uptake of essential amino acids has been extensively reported as a tumoral mechanism of cell growth.[A31389]
